	Oui/vie/saine	Oui/personne/saine	Oui/peau/saine	Oui/nourriture/saine	Oui/chair/saine	Oui/écorces/saines	Oui/dents/saines	Oui/bouche/saine	Oui/jambe/saine	Oui/feuilles/saines	Non/colère/saine	Oui/bretelles/fines	Oui/peau/fine	Oui/couche/fine	Oui/robe/fine	Oui/lames/fines	Oui/feuilles/fines	Oui/moustaches/fines	Oui/laine/fine	Oui/tissu/fin	Oui/matelas/fin	Non/observateur/fin	Oui/marquise/belle	Oui/princesse/belle	Oui/chevaux/beaux	Oui/violon/beau	Oui/baron/beau	Oui/fleurs/belles	Oui/maison/belle	Oui/visage/beau	Oui/pantalon/beau	Oui/bateau/beau	Non/couple/beau	Oui/salle/grande	Oui/arbres/grands	Oui/escalier/grand	Oui/supermarché/grand	Oui/chapiteau/grand	Oui/écurie/grande	Oui/chapeau/grand	Oui/couteau/grand	Oui/îles/grandes	Oui/panneaux/grands	Non/journaliste/grand	Oui/lèvres/brillantes	Oui/veine/brillante	Oui/épées/brillantes	Oui/boule/brillante	Oui/constellations/brillantes	Oui/tissu/brillant	Oui/cuirasse/brillante	Oui/sphère/brillante	Oui/halo/brillant	Oui/pièces/brillantes	Non/idée/brillante	Oui/éclats/brillants	Oui/dents/brillantes	Oui/lunettes/brillantes	Oui/chaussures/brillantes	Oui/cristaux/brillants	Oui/lame/brillante	Oui/lune/brillante	Oui/métal/brillant	Oui/anneau/brillant	Oui/aiguilles/brillantes	Non/élève/brillant	Oui/moustache/fine	Oui/membrane/fine	Oui/sandales/fines	Oui/pattes/fines	Oui/lunettes/fines	Oui/bandes/fines	Oui/mouchoir/fin	Oui/collier/fin	Oui/cigarettes/fines	Oui/stylet/fin	Non/ouïe/fine	Oui/cadres/grands	Oui/lévrier/grand	Oui/nef/grande	Oui/portefeuille/grand	Oui/figurines/grandes	Oui/salon/grand	Oui/fenêtres/grandes	Oui/carnets/grands	Oui/mains/grandes	Oui/arc/grand	Non/chanteur/grand	Oui/salon/beau	Oui/garçon/beau	Oui/robe/belle	Oui/bracelet/beau	Oui/sièges/beaux	Oui/feuillages/beaux	Oui/cathédrale/belle	Oui/seins/beaux	Oui/table/belle	Oui/chapeau/beau	Non/temps/beau	Oui/père/bon	Oui/élèves/bons	Oui/mère/bonne	Oui/nageur/bon	Oui/tireur/bon	Oui/étudiants/bons	Oui/professeure/bonne	Oui/commandant/bon	Oui/jardinier/bon	Oui/comédienne/bonne	Non/douche/bonne
Oui/chevaux/beaux	-0.12402345985174179	-0.06833253055810928	-0.09411822259426117	0.09224577248096466	-0.10489724576473236	0.061326976865530014	-0.006391474045813084	-0.019660377874970436	0.006654298398643732	-0.08258350193500519	0.04899058863520622	0.18233045935630798	0.0314546637237072	0.268414705991745	0.10159428417682648	0.1630106121301651	0.22313512861728668	0.17100977897644043	0.18362374603748322	-0.06268352270126343	-0.00637672608718276	0.21146757900714874	0.31870967149734497	0.31592974066734314	1.0	0.44627809524536133	0.33815109729766846	0.31321993470191956	0.1887393593788147	0.34152624011039734	0.3071480393409729	0.31821009516716003	0.4107515513896942	0.18627797067165375	0.268809974193573	0.2652277946472168	0.2740599513053894	0.21982406079769135	0.30594587326049805	0.2720201909542084	0.12539416551589966	0.25985008478164673	0.24483457207679749	0.17723535001277924	-0.04509172961115837	-0.0019465580116957426	0.12429673969745636	-0.07766244560480118	-0.06309239566326141	-0.09353598207235336	-0.06503453850746155	-0.052890144288539886	-0.027023455128073692	0.07748783379793167	0.039927106350660324	0.06590816378593445	0.024828379973769188	-0.05813572555780411	-0.015694422647356987	-0.04469488188624382	0.013710680417716503	-0.1090969666838646	-0.08381503075361252	0.03732192888855934	0.012966779991984367	-0.004164327867329121	0.20285898447036743	0.12521754205226898	0.31721925735473633	0.2721112072467804	0.3016567826271057	0.32015538215637207	0.11351469159126282	0.18962500989437103	0.08366302400827408	0.07346377521753311	0.05463072285056114	0.24939802289009094	0.07401607185602188	0.24919342994689941	0.26751503348350525	0.2086397260427475	0.24497471749782562	0.2009124904870987	0.20880462229251862	0.04578474909067154	0.22005102038383484	0.19702240824699402	0.37566742300987244	0.4472014009952545	0.24724915623664856	0.39187392592430115	0.4623919427394867	0.2048615664243698	0.2917695939540863	0.4660467505455017	0.39374789595603943	0.3615875840187073	0.26586025953292847	0.2875237464904785	0.2628212869167328	0.16791032254695892	0.28344666957855225	0.24292133748531342	0.2567150294780731	0.12746164202690125	0.22320330142974854	0.2066163718700409	0.14881663024425507	0.18288427591323853	
Oui/violon/beau	-0.22360867261886597	-0.18177147209644318	-0.13422933220863342	0.11003581434488297	-0.17425107955932617	0.10722911357879639	0.00248564500361681	-0.09552933275699615	0.0441618487238884	-0.010330003686249256	0.03636373579502106	-0.007418848108500242	-0.04614252224564552	0.11397473514080048	0.02508709207177162	0.043503522872924805	0.09878721833229065	0.0824112594127655	0.10769128799438477	-0.01309590321034193	0.02815396338701248	0.23096710443496704	0.35977330803871155	0.3205164074897766	0.44627809524536133	1.0	0.5206192135810852	0.3321336507797241	0.0954282358288765	0.41967037320137024	0.44602349400520325	0.23163525760173798	0.4469175636768341	0.07948075979948044	0.19942840933799744	0.18407557904720306	0.29224729537963867	0.29955339431762695	0.2059941440820694	0.22147530317306519	0.20193055272102356	0.2068794220685959	0.1278546303510666	0.1510409265756607	0.01480053085833788	-0.09087307751178741	0.13115130364894867	-0.109810009598732	0.02038477547466755	-0.09264571219682693	-0.16753537952899933	-0.05409252271056175	-0.015021958388388157	0.07274448871612549	-0.09243633598089218	0.02908960171043873	-0.05343015864491463	0.03042943961918354	-0.14140629768371582	-0.024497274309396744	0.03078312799334526	-0.07228648662567139	-0.12880057096481323	0.006326441653072834	0.07986391335725784	0.06135472282767296	0.2058928906917572	0.11419058591127396	0.2261343002319336	0.06585266441106796	0.12979212403297424	0.006152677349746227	0.1647721827030182	0.12858940660953522	0.05688198283314705	0.2441510111093521	0.05396455526351929	0.23849745094776154	0.0662323608994484	0.2260666936635971	0.24265770614147186	0.07588411122560501	0.3409253656864166	0.22812891006469727	0.09125689417123795	0.01215604692697525	0.25239765644073486	0.2426947057247162	0.4774519205093384	0.5608167052268982	0.3533737063407898	0.4710495173931122	0.4492338299751282	0.3488397002220154	0.3271726965904236	0.5500994324684143	0.36293524503707886	0.47617441415786743	0.29647260904312134	0.26070350408554077	0.31921353936195374	0.12301799654960632	0.3494696617126465	0.2994825541973114	0.3011855483055115	0.2792060971260071	0.3523246943950653	0.3032068610191345	0.20359671115875244	0.2953503429889679	
Oui/baron/beau	-0.09015493094921112	-0.07952646911144257	-0.11503685265779495	0.11416075378656387	-0.1779574155807495	0.10802572965621948	0.06831692904233932	-0.10527049005031586	0.0488826185464859	0.009194236248731613	-0.003628371749073267	0.03650866076350212	-0.023332037031650543	0.0007398475427180529	0.01257263496518135	-0.019201161339879036	0.06051989272236824	0.1403682380914688	0.02851877175271511	0.06510446965694427	0.05716303363442421	0.23963050544261932	0.41813457012176514	0.3344692885875702	0.33815109729766846	0.5206192135810852	1.0	0.30678999423980713	0.16634652018547058	0.3767276108264923	0.34712713956832886	0.21705827116966248	0.27633997797966003	0.002543521346524358	0.14184287190437317	0.17955899238586426	0.24783922731876373	0.16722515225410461	0.14484798908233643	0.14921118319034576	0.11058522015810013	0.09977930039167404	0.06278317421674728	0.07459649443626404	0.020747676491737366	-0.022227302193641663	0.12781845033168793	-0.06837277859449387	0.08141579478979111	-0.037264253944158554	-0.1332056075334549	-0.031359706073999405	0.013843757100403309	0.010183406062424183	-0.0605236291885376	0.002301102736964822	-0.005130860488861799	-0.03946761414408684	-0.06528214365243912	-0.05202299728989601	0.024658121168613434	-0.13593760132789612	-0.040809378027915955	-0.012336458079516888	-0.005171807482838631	-0.011328322812914848	0.1327054798603058	-0.014788205735385418	0.17439673840999603	0.0014625198673456907	0.18616916239261627	0.12503452599048615	0.2415432184934616	0.21134433150291443	0.0920889601111412	0.2408759593963623	0.052266303449869156	0.16833320260047913	-0.00441190367564559	0.11642245203256607	0.20155391097068787	0.002528999699279666	0.33041131496429443	0.04075615480542183	0.08751273155212402	-0.01577932946383953	0.13010409474372864	0.052595339715480804	0.55832839012146	0.47747933864593506	0.23248374462127686	0.34354743361473083	0.4454808533191681	0.2754671573638916	0.17370158433914185	0.37630370259284973	0.3354789912700653	0.3226907253265381	0.3933831453323364	0.30885234475135803	0.2987048923969269	0.1742507517337799	0.34220245480537415	0.28594109416007996	0.3125420808792114	0.09138025343418121	0.3417944014072418	0.3578740060329437	0.17239049077033997	0.20523229241371155	
Oui/fleurs/belles	0.06397300958633423	0.10832729190587997	0.19321899116039276	0.21931400895118713	0.13584472239017487	0.260353147983551	0.19580738246440887	0.11602603644132614	0.2627401351928711	0.30598825216293335	0.13538892567157745	0.07332015037536621	0.209140807390213	0.18827028572559357	0.14933930337429047	0.12915895879268646	0.24715931713581085	0.13632526993751526	0.1163710355758667	0.02077011577785015	-0.12082728743553162	-0.03861919790506363	0.4271044433116913	0.42520344257354736	0.31321993470191956	0.3321336507797241	0.30678999423980713	1.0	0.3684574067592621	0.27816343307495117	0.2549141049385071	0.16631881892681122	0.32589617371559143	0.20951975882053375	0.10629712790250778	0.05079694464802742	0.1479523926973343	0.0016973256133496761	0.20303823053836823	0.05119616910815239	-0.04747506231069565	0.21042239665985107	0.14582015573978424	0.0637795627117157	0.11840031296014786	0.11445455998182297	0.18786346912384033	0.2494715452194214	0.13503398001194	0.1487502157688141	0.05497344210743904	0.09073887765407562	0.0659707561135292	0.09933056682348251	0.07214456051588058	0.19902688264846802	0.16257528960704803	0.0484338104724884	0.029878510162234306	0.2687903940677643	0.19776959717273712	0.014454434625804424	0.10482995957136154	0.15088297426700592	0.2233652025461197	0.09214488416910172	0.0657792016863823	0.08276395499706268	0.09172463417053223	0.018015241250395775	0.09183056652545929	0.1055568978190422	0.05085284635424614	-0.1265060156583786	0.24704717099666595	0.004856153391301632	-0.02790362760424614	0.14746712148189545	0.09673583507537842	0.08040285855531693	0.15691643953323364	0.10890983045101166	0.08544880151748657	0.15830549597740173	-0.03599081188440323	0.025585168972611427	0.033663515001535416	0.1714961677789688	0.35154423117637634	0.279049277305603	0.3837707042694092	0.37583962082862854	0.31857720017433167	0.45304062962532043	0.46992164850234985	0.37470534443855286	0.4065724313259125	0.17795391380786896	0.09117290377616882	0.190335214138031	0.2445751428604126	0.023626970127224922	0.1270291954278946	0.1406782567501068	0.15105922520160675	0.11887332051992416	0.08118876069784164	0.23280158638954163	0.15453633666038513	0.24180424213409424	
Oui/maison/belle	0.17397500574588776	0.1379416286945343	0.15702125430107117	0.08435405790805817	0.14591388404369354	0.026778385043144226	0.06703940778970718	0.0291494932025671	0.12416308373212814	0.12210144847631454	0.19676703214645386	0.07455534487962723	0.09298206120729446	0.13326111435890198	0.24134261906147003	-0.0030290144495666027	0.1043495237827301	0.04729447141289711	0.15422046184539795	-0.05818294733762741	-0.16912147402763367	-0.07951135188341141	0.33993154764175415	0.2593778967857361	0.1887393593788147	0.0954282358288765	0.16634652018547058	0.3684574067592621	1.0	0.25335460901260376	0.2769502103328705	0.24961000680923462	0.29811134934425354	0.2525441348552704	0.08291849493980408	0.08785530924797058	0.11660848557949066	0.04664188623428345	0.2603274881839752	0.09225727617740631	-0.015343358740210533	0.2075250744819641	0.15106995403766632	0.18393833935260773	-0.004649343900382519	0.2583155035972595	0.12824620306491852	0.1941051036119461	0.09688208997249603	0.1110200509428978	0.16645076870918274	0.12886883318424225	-0.08011722564697266	0.0828116312623024	0.07183429598808289	0.12037213891744614	0.08565042167901993	0.07335607707500458	0.08739431202411652	0.13034245371818542	0.10525161772966385	0.03717333450913429	0.12283385545015335	0.08028911799192429	0.1277722865343094	0.022843973711133003	-0.024547936394810677	-0.0007592638721689582	0.012598153203725815	0.19180023670196533	0.005740356165915728	0.14547985792160034	0.052514590322971344	0.006129285786300898	0.04397951439023018	-0.04593688249588013	-0.07737770676612854	0.1271749883890152	0.009306908585131168	0.13067534565925598	0.11577403545379639	0.24678730964660645	0.031943149864673615	0.10965566337108612	0.0615340918302536	0.1828443557024002	0.13121497631072998	0.13172492384910583	0.18123666942119598	0.2070440649986267	0.308072566986084	0.22206589579582214	0.27307045459747314	0.11566972732543945	0.2711706757545471	0.16361510753631592	0.26122161746025085	0.08036331832408905	0.12698669731616974	0.11134467273950577	-0.05426013097167015	0.13232816755771637	0.054255351424217224	0.07688736915588379	-0.002131622051820159	-0.03244725614786148	0.05634506419301033	0.04902886971831322	0.0184080321341753	0.0008048586314544082	
Oui/visage/beau	0.09448681771755219	0.1008826494216919	-0.010576182045042515	0.2385353296995163	-0.010152922011911869	0.09885754436254501	0.11389579623937607	0.0475110225379467	0.09483149647712708	0.18251769244670868	0.04941510409116745	0.12239101529121399	0.01736690290272236	-0.08406677097082138	0.10086061805486679	0.1300971806049347	0.13812746107578278	0.10813602805137634	0.06612716615200043	0.01348035130649805	0.016527479514479637	0.06767692416906357	0.13171109557151794	0.18059183657169342	0.34152624011039734	0.41967037320137024	0.3767276108264923	0.27816343307495117	0.25335460901260376	1.0	0.3937171399593353	0.2522966265678406	0.43715524673461914	0.08973672986030579	-0.1030082181096077	-0.0630156546831131	0.19115294516086578	-0.03419475257396698	-0.03481020778417587	0.1772402822971344	0.04415621608495712	0.056231871247291565	-0.10004245489835739	0.050929125398397446	0.14797617495059967	0.020452458411455154	0.07912337779998779	-0.1037396565079689	0.08145304769277573	0.002777515910565853	-0.14688542485237122	0.013185527175664902	-0.08853983879089355	0.08923883736133575	0.10801567137241364	-0.05593712627887726	0.008338343352079391	0.0968792513012886	0.0770353153347969	-0.0478837788105011	0.04605567082762718	-0.08822605758905411	-0.03840199485421181	-0.13166505098342896	-0.06718095391988754	0.20197869837284088	0.1553303450345993	0.13950078189373016	0.17664256691932678	0.0927315205335617	0.09729442745447159	0.05704229325056076	0.13257554173469543	0.11544611304998398	0.012142383493483067	0.1784776896238327	0.06598971784114838	-0.03764600679278374	0.07940634340047836	-0.02750500664114952	0.1306479275226593	-0.08271704614162445	0.2636088728904724	0.06450501829385757	-0.09966892749071121	-0.06799204647541046	-0.00012747156142722815	0.10217969119548798	0.5669095516204834	0.48829489946365356	0.24837739765644073	0.33338698744773865	0.4751027226448059	0.2836577594280243	0.03514358401298523	0.36529457569122314	0.5086694955825806	0.5318122506141663	0.4101544916629791	0.2735736668109894	0.29301854968070984	0.11562921106815338	0.16246050596237183	0.19481654465198517	0.353645384311676	0.017180338501930237	0.1899639517068863	0.2652578353881836	0.32458722591400146	0.22174569964408875	
Oui/pantalon/beau	-0.07566697895526886	0.056677546352148056	0.012356022372841835	0.06759443134069443	-0.0822080448269844	0.02135339193046093	0.001155288191512227	0.04826551303267479	0.05582168325781822	0.04566819220781326	0.03519171476364136	-0.030817540362477303	0.00529367895796895	0.09816325455904007	0.1549120545387268	-0.005325588863343	0.05097618326544762	0.033018484711647034	0.09291583299636841	0.15869097411632538	-0.062256716191768646	0.14838114380836487	0.34386345744132996	0.2608676254749298	0.3071480393409729	0.44602349400520325	0.34712713956832886	0.2549141049385071	0.2769502103328705	0.3937171399593353	1.0	0.35316580533981323	0.48374298214912415	0.11816474050283432	0.039597298949956894	0.07210970669984818	0.19931471347808838	0.10517888516187668	0.06171390041708946	0.21342980861663818	0.06961763650178909	0.12447160482406616	0.1299521028995514	0.16207893192768097	-0.041817907243967056	0.029147006571292877	0.10408875346183777	0.009564468637108803	-0.058039046823978424	0.19718323647975922	0.04968789964914322	-0.025555241852998734	-0.0793662741780281	0.08424574136734009	0.006421640980988741	0.01662989892065525	-0.07338216155767441	0.16161762177944183	0.036197733134031296	0.026498563587665558	0.034489188343286514	-0.06688783317804337	0.03423325717449188	0.11265768855810165	0.06000872328877449	0.12341270595788956	0.17630575597286224	0.02003495767712593	0.18901784718036652	0.06199730932712555	0.16718937456607819	0.030258312821388245	0.21235188841819763	0.10342724621295929	0.0481705367565155	0.02563551254570484	-0.02511766366660595	0.12616004049777985	0.07559844851493835	0.12819035351276398	0.23071937263011932	0.09257824718952179	0.2702229917049408	0.22713279724121094	0.085567906498909	-0.018607864156365395	0.16723087430000305	0.2410089373588562	0.4141260087490082	0.4976150393486023	0.37480422854423523	0.5429970026016235	0.42478835582733154	0.19077429175376892	0.2546786069869995	0.4973568916320801	0.41198983788490295	0.3991438150405884	0.2791294753551483	0.20448942482471466	0.22129686176776886	-0.035540446639060974	0.17714646458625793	0.2130064219236374	0.23601862788200378	0.08563169836997986	0.10670279711484909	0.13445818424224854	0.159366637468338	0.11930621415376663	
Oui/bateau/beau	0.11378081142902374	0.09849380701780319	0.08763589709997177	0.05383613705635071	0.14374978840351105	-0.012845364399254322	-0.015336716547608376	0.001384397386573255	0.07415954023599625	0.07402319461107254	0.11952552944421768	0.10754996538162231	0.054207928478717804	0.05044715106487274	0.10584376752376556	0.16385498642921448	0.051208194345235825	-0.022060804069042206	0.046917885541915894	0.12983614206314087	-0.04373669996857643	0.04286901280283928	0.16035199165344238	0.19932109117507935	0.31821009516716003	0.23163525760173798	0.21705827116966248	0.16631881892681122	0.24961000680923462	0.2522966265678406	0.35316580533981323	1.0	0.3596935570240021	0.15380913019180298	0.08054403960704803	0.05869961157441139	0.21176601946353912	0.1527620255947113	0.11966721713542938	0.16894233226776123	0.1417292058467865	0.15408164262771606	0.10751262307167053	0.17712505161762238	0.04701483994722366	0.012738107703626156	0.02328181080520153	0.12050333619117737	-0.10408703237771988	0.11793292313814163	0.015115397982299328	-0.03977695107460022	-0.01434621773660183	0.12088803946971893	0.05032125115394592	0.08653096109628677	-0.04860210046172142	0.1548711657524109	-0.026358187198638916	-0.003895379137247801	0.06149827316403389	-0.06834056973457336	0.11682582646608353	0.11081009358167648	0.025906559079885483	0.1545162945985794	0.1544622927904129	0.1730678677558899	0.08604536950588226	0.19419348239898682	0.07347612828016281	0.09422801434993744	0.17375865578651428	0.126362606883049	-0.000328542577335611	-0.0499037466943264	-0.0750979632139206	0.15515528619289398	0.07231024652719498	0.18295733630657196	0.11400771886110306	0.05200312286615372	0.07781845331192017	0.11424563080072403	0.06971171498298645	0.058208391070365906	0.14318887889385223	0.29402318596839905	0.22553345561027527	0.23773854970932007	0.19510683417320251	0.2436443567276001	0.3133392632007599	0.11798413097858429	0.19616109132766724	0.20078709721565247	0.25474822521209717	0.17061205208301544	0.2446141541004181	-0.03176230564713478	0.07308392971754074	0.011444350704550743	0.11607274413108826	0.1155875101685524	0.016612527891993523	0.017364906147122383	0.10416165739297867	0.10151836276054382	0.11149877309799194	-0.04545149952173233	
Non/couple/beau	-0.052248500287532806	0.08644657582044601	0.043594859540462494	0.09695740044116974	0.017746856436133385	0.06548582017421722	-0.01835061050951481	0.01597367599606514	0.06986109167337418	0.032937318086624146	-0.007709285710006952	0.10324782878160477	0.08348143845796585	0.15506018698215485	0.016572872176766396	0.12021606415510178	0.0628332868218422	-0.06111067160964012	0.05485900491476059	-0.013652904890477657	-0.22436369955539703	0.09355776757001877	0.29568952322006226	0.23820030689239502	0.4107515513896942	0.4469175636768341	0.27633997797966003	0.32589617371559143	0.29811134934425354	0.43715524673461914	0.48374298214912415	0.3596935570240021	1.0	0.20007231831550598	0.04598803073167801	0.05617492273449898	0.3124232888221741	0.10046064108610153	0.07294922322034836	0.301432728767395	0.08534000813961029	0.11547496914863586	0.07075846940279007	0.2429020255804062	0.02023380436003208	0.07644058763980865	-0.031225772574543953	0.0443425290286541	-0.05672604590654373	0.05633598566055298	-0.16691328585147858	-0.011736412532627583	-0.18159623444080353	0.06008819118142128	0.06379719078540802	-0.04211951792240143	-0.10253892093896866	0.19377495348453522	-0.13056091964244843	-0.013130883686244488	0.02728128433227539	-0.16504977643489838	-0.006739554926753044	-0.09439736604690552	0.013365363702178001	0.11891976743936539	0.0704716220498085	0.08132519572973251	0.20781253278255463	0.1484057754278183	0.10564466565847397	0.1059487834572792	0.07688841223716736	0.08153101801872253	0.05433139577507973	-0.043497391045093536	-0.10453978180885315	0.2370508313179016	0.10484028607606888	0.1781240850687027	0.27214282751083374	0.05513618886470795	0.3401566445827484	0.21840263903141022	-0.036139730364084244	-0.07546195387840271	0.2120225578546524	0.2939627170562744	0.4733695983886719	0.5626862049102783	0.15972170233726501	0.5226889252662659	0.4666193723678589	0.08309200406074524	0.273977130651474	0.5085304975509644	0.4848029315471649	0.36397963762283325	0.31234392523765564	0.3654927909374237	0.19288749992847443	0.08792002499103546	0.2538328170776367	0.26939162611961365	0.2655318081378937	0.11872120946645737	0.1563153713941574	0.22577103972434998	0.2698776125907898	0.054723773151636124	
Oui/salle/grande	0.024608246982097626	0.07749979943037033	0.1112058013677597	0.008791930042207241	0.07749684154987335	-0.012802758254110813	0.06319374591112137	0.13421271741390228	0.04500499367713928	0.07558152824640274	0.1056298315525055	0.07980512827634811	0.10528119653463364	0.21647852659225464	0.2584160268306732	0.1072792112827301	0.26780301332473755	0.20453095436096191	0.20074249804019928	-0.08045326918363571	-0.047812312841415405	-0.05414782464504242	0.1922011375427246	0.20383340120315552	0.18627797067165375	0.07948075979948044	0.002543521346524358	0.20951975882053375	0.2525441348552704	0.08973672986030579	0.11816474050283432	0.15380913019180298	0.20007231831550598	1.0	0.25244107842445374	0.20687495172023773	0.22379851341247559	0.2865906357765198	0.34385985136032104	0.2832075357437134	0.19169633090496063	0.28819289803504944	0.32380810379981995	0.24757976830005646	0.03673609346151352	0.11704342812299728	0.13647973537445068	0.15186534821987152	0.03678598254919052	0.008821751922369003	0.21560342609882355	-0.010774093680083752	0.06448765844106674	0.053121503442525864	0.10750182718038559	0.09029175341129303	0.10627029836177826	0.05101542919874191	0.06516321748495102	0.10952666401863098	0.14196258783340454	-0.062272194772958755	0.09802104532718658	0.10166014730930328	0.15408088266849518	0.034230832010507584	0.09410078823566437	0.14560052752494812	0.15081532299518585	0.22741320729255676	0.13683205842971802	0.17395564913749695	0.022554760798811913	0.026844168081879616	0.05476173013448715	-0.025755416601896286	0.0382065623998642	0.3582906126976013	0.1721506416797638	0.3510892689228058	0.2553282380104065	0.32066604495048523	0.22682198882102966	0.3362015187740326	0.26054269075393677	0.3430922329425812	0.21468757092952728	0.23685674369335175	0.11465078592300415	0.11847148835659027	0.2465077042579651	0.1448633074760437	0.11419036239385605	0.13709795475006104	0.2553774416446686	0.10900180041790009	0.20584507286548615	0.03736487030982971	-0.022212402895092964	0.0026387355756014585	-0.05396151915192604	0.09509942680597305	0.06525951623916626	0.04527826979756355	-0.019823309034109116	0.1044011041522026	0.03276704251766205	-0.015083670616149902	-0.011882772669196129	0.16227097809314728	
Oui/arbres/grands	-0.2039615362882614	-0.13420520722866058	-0.06239303573966026	-0.17077738046646118	-0.1678956151008606	-0.010177097283303738	-0.08187822997570038	-0.02763519249856472	-0.17926731705665588	-0.1926921308040619	-0.0034731863997876644	0.037728022783994675	0.03503204137086868	0.2903566360473633	0.18118725717067719	0.07268161326646805	0.17099672555923462	0.21708208322525024	0.22886376082897186	-0.03780534863471985	0.05869463086128235	0.2761862874031067	0.2170867770910263	0.1598197966814041	0.268809974193573	0.19942840933799744	0.14184287190437317	0.10629712790250778	0.08291849493980408	-0.1030082181096077	0.039597298949956894	0.08054403960704803	0.04598803073167801	0.25244107842445374	1.0	0.6084652543067932	0.33739081025123596	0.41707131266593933	0.4815817177295685	0.3933478891849518	0.378240168094635	0.4987177550792694	0.5041181445121765	0.280687153339386	-0.052725907415151596	-0.03727317973971367	0.09830807149410248	-0.02354256436228752	-0.1019277274608612	-0.10011324286460876	0.04295799881219864	-0.1438598483800888	0.031369421631097794	-0.06472615152597427	-0.07913469523191452	0.11365577578544617	0.016452275216579437	-0.10359275341033936	-0.13271471858024597	-0.03443925082683563	0.018948592245578766	-0.052398305386304855	-0.11254414170980453	0.09259296953678131	0.0445060096681118	-0.11352202296257019	0.1644221544265747	0.12838417291641235	0.22591489553451538	0.24362783133983612	0.25796350836753845	0.23301558196544647	0.18777740001678467	0.2304757982492447	0.01716337911784649	0.07306119054555893	0.07212468236684799	0.5032392144203186	0.10288786143064499	0.41646939516067505	0.35821691155433655	0.40691816806793213	0.26802268624305725	0.4144013822078705	0.4727630615234375	0.4079186022281647	0.46070727705955505	0.29102960228919983	-0.004470967687666416	0.09793815016746521	0.0741024762392044	0.07366301119327545	0.08567681908607483	0.108548603951931	0.16996967792510986	0.1875806301832199	-0.042868830263614655	0.06436491757631302	0.11420705914497375	0.10932014882564545	0.1655276119709015	0.2513820230960846	0.27446553111076355	0.15663805603981018	0.11781136691570282	0.2552529573440552	0.22075404226779938	0.16297222673892975	-0.031922563910484314	0.17272347211837769	
Oui/escalier/grand	-0.1027669832110405	-0.0385436974465847	-0.04447519779205322	-0.04640906676650047	-0.1603061705827713	0.040637072175741196	0.025447070598602295	-0.011647604405879974	-0.0766107589006424	-0.11394999176263809	0.0829685777425766	0.033424943685531616	0.03710330277681351	0.25295087695121765	0.13450582325458527	0.011044844053685665	0.1845346987247467	0.14285698533058167	0.24872608482837677	-0.07214850187301636	0.07686639577150345	0.39406949281692505	0.27045294642448425	0.1265731006860733	0.2652277946472168	0.18407557904720306	0.17955899238586426	0.05079694464802742	0.08785530924797058	-0.0630156546831131	0.07210970669984818	0.05869961157441139	0.05617492273449898	0.20687495172023773	0.6084652543067932	1.0	0.35258644819259644	0.4367307424545288	0.5987398028373718	0.4196968376636505	0.3435651361942291	0.4696226119995117	0.38345733284950256	0.2971552014350891	-0.02374866046011448	-0.015111316926777363	0.11244826763868332	-0.08356253057718277	-0.036686092615127563	-0.17686480283737183	-0.021570924669504166	-0.1286696493625641	-0.022261282429099083	-0.05581720545887947	-0.10042792558670044	0.1446601003408432	0.02287956327199936	-0.08167301118373871	-0.13414832949638367	-0.027702439576387405	0.00037092683487571776	-0.07513948529958725	-0.11168014258146286	0.153934508562088	0.09591101109981537	-0.12042199820280075	0.20606984198093414	0.08140897005796432	0.13208386301994324	0.18422220647335052	0.29760679602622986	0.1779927909374237	0.23605622351169586	0.3238833248615265	0.011668059974908829	0.1114768236875534	0.09946120530366898	0.46308156847953796	0.01647111400961876	0.4139133393764496	0.40704333782196045	0.3452454209327698	0.38674235343933105	0.3415153920650482	0.3799133896827698	0.32233521342277527	0.4634161591529846	0.22837451100349426	0.08762537688016891	0.09922366589307785	0.06642719358205795	0.08959867060184479	0.12590359151363373	0.04983045905828476	0.10892928391695023	0.15275025367736816	0.04328683018684387	0.06942251324653625	0.11233863234519958	0.11374238133430481	0.17538176476955414	0.2145833820104599	0.2589116394519806	0.11959861218929291	0.06912726908922195	0.12136416137218475	0.17932277917861938	0.1604575514793396	-0.013170669786632061	0.22631049156188965	
